"subject" "activity" "tbodyacc-mean-x" "tbodyacc-mean-y" "tbodyacc-mean-z" "tbodyacc-std-x" "tbodyacc-std-y" "tbodyacc-std-z" "tgravityacc-mean-x" "tgravityacc-mean-y" "tgravityacc-mean-z" "tgravityacc-std-x" "tgravityacc-std-y" "tgravityacc-std-z" "tbodyaccjerk-mean-x" "tbodyaccjerk-mean-y" "tbodyaccjerk-mean-z" "tbodyaccjerk-std-x" "tbodyaccjerk-std-y" "tbodyaccjerk-std-z" "tbodygyro-mean-x" "tbodygyro-mean-y" "tbodygyro-mean-z" "tbodygyro-std-x" "tbodygyro-std-y" "tbodygyro-std-z" "tbodygyrojerk-mean-x" "tbodygyrojerk-mean-y" "tbodygyrojerk-mean-z" "tbodygyrojerk-std-x" "tbodygyrojerk-std-y" "tbodygyrojerk-std-z" "tbodyaccmag-mean" "tbodyaccmag-std" "tgravityaccmag-mean" "tgravityaccmag-std" "tbodyaccjerkmag-mean" "tbodyaccjerkmag-std" "tbodygyromag-mean" "tbodygyromag-std" "tbodygyrojerkmag-mean" "tbodygyrojerkmag-std" "fbodyacc-mean-x" "fbodyacc-mean-y" "fbodyacc-mean-z" "fbodyacc-std-x" "fbodyacc-std-y" "fbodyacc-std-z" "fbodyaccjerk-mean-x" "fbodyaccjerk-mean-y" "fbodyaccjerk-mean-z" "fbodyaccjerk-std-x" "fbodyaccjerk-std-y" "fbodyaccjerk-std-z" "fbodygyro-mean-x" "fbodygyro-mean-y" "fbodygyro-mean-z" "fbodygyro-std-x" "fbodygyro-std-y" "fbodygyro-std-z" "fbodyaccmag-mean" "fbodyaccmag-std" "fbodybodyaccjerkmag-mean" "fbodybodyaccjerkmag-std" "fbodybodygyromag-mean" "fbodybodygyromag-std" "fbodybodygyrojerkmag-mean" "fbodybodygyrojerkmag-std"
1 "standing" 0.27688027 -0.012721805 -0.10343832 -0.99481511 -0.97307692 -0.98535702 0.96920266 -0.15236144 0.081258077 -0.99726455 -0.98648794 -0.99469268 0.07139686 0.016842441 0.0010303821 -0.99123356 -0.97326434 -0.98501751 -0.024708255 -0.068884585 0.085481775 -0.98466387 -0.98821559 -0.98090404 -0.099442952 -0.032515146 -0.045512651 -0.98591085 -0.99371782 -0.98476218 -0.98804033 -0.98590171 -0.98804033 -0.98590171 -0.98441139 -0.98602515 -0.9852507 -0.98024776 -0.99126117 -0.99034063 -0.99288633 -0.970608 -0.98367242 -0.99581075 -0.97510993 -0.98683043 -0.99098572 -0.97345576 -0.9817322 -0.99233125 -0.97492899 -0.98706537 -0.98191251 -0.98782272 -0.97727189 -0.9854689 -0.98846395 -0.98394887 -0.98569656 -0.98718871 -0.98476304 -0.98661714 -0.98345836 -0.98117839 -0.99131428 -0.9892975
1 "standing" 0.27622817 -0.021441302 -0.10820234 -0.99824595 -0.98721376 -0.99272659 0.96925328 -0.15006376 0.082931213 -0.99812719 -0.99482045 -0.99230114 0.076084514 -0.0023115579 -0.0076736296 -0.99817933 -0.98978834 -0.98953173 -0.031173158 -0.074666711 0.091577535 -0.99416933 -0.99556652 -0.99579097 -0.094207555 -0.040316155 -0.057682038 -0.99571697 -0.9975568 -0.99655031 -0.99477563 -0.99611776 -0.99477563 -0.99611776 -0.99279492 -0.99527144 -0.99428671 -0.99563374 -0.99776102 -0.99781536 -0.99823935 -0.98491607 -0.9916394 -0.99818143 -0.98828445 -0.99319699 -0.99819157 -0.98967537 -0.98895116 -0.99831707 -0.9906675 -0.98847204 -0.99258395 -0.99621833 -0.99512791 -0.99461526 -0.99509504 -0.99637239 -0.9951378 -0.99671395 -0.99472936 -0.99480169 -0.99650333 -0.99552256 -0.99765225 -0.99787507
1 "standing" 0.278457 -0.020414761 -0.11273172 -0.99913488 -0.98468004 -0.99627424 0.9689963 -0.1523621 0.083150803 -0.99915165 -0.98730738 -0.99361292 0.077102002 0.017027167 -0.00098523943 -0.99919161 -0.99013839 -0.99282486 -0.029168611 -0.075944066 0.086183519 -0.99544544 -0.9971092 -0.99586602 -0.098994495 -0.040496948 -0.054137882 -0.99602372 -0.99888814 -0.99789314 -0.99532501 -0.99656707 -0.99532501 -0.99656707 -0.99486033 -0.9971272 -0.99630809 -0.99738797 -0.99860153 -0.99915139 -0.99937732 -0.98715877 -0.99581923 -0.99895036 -0.98325916 -0.9960017 -0.99953805 -0.98974889 -0.99267475 -0.99880527 -0.99138489 -0.99132934 -0.99448722 -0.99805671 -0.99645488 -0.99568481 -0.99646211 -0.99589308 -0.99595367 -0.99678792 -0.99681887 -0.99631669 -0.99790693 -0.99725026 -0.99904671 -0.99905917
1 "standing" 0.27717497 -0.014712802 -0.10675647 -0.99918834 -0.99052638 -0.99336501 0.96904398 -0.15414125 0.081819604 -0.99957758 -0.99425118 -0.99511053 0.07761238 0.019489223 0.015207683 -0.99698535 -0.99236956 -0.9930363 -0.027087093 -0.071831343 0.083622237 -0.99761834 -0.99760953 -0.99617388 -0.10048744 -0.042113616 -0.053738021 -0.99751236 -0.99826836 -0.99637756 -0.99670013 -0.9983924 -0.99670013 -0.9983924 -0.99536254 -0.99600058 -0.99767246 -0.99841465 -0.99833451 -0.99915859 -0.99881956 -0.98880768 -0.99182892 -0.99938998 -0.9910295 -0.9941392 -0.99749097 -0.9920277 -0.99290396 -0.9966091 -0.99339182 -0.99152305 -0.99630863 -0.997468 -0.99577517 -0.99806499 -0.99764892 -0.99660307 -0.99775726 -0.99848118 -0.99553335 -0.99545097 -0.99856385 -0.99842929 -0.999028 -0.99905443
1 "standing" 0.29794572 0.027093908 -0.061668123 -0.98864079 -0.8166986 -0.90190653 0.94489486 -0.29262334 -0.021435523 -0.9640453 -0.81461226 -0.86787383 0.066656163 -0.068367084 -0.033607601 -0.99027112 -0.98429137 -0.99104766 -0.010548201 0.15705425 -0.17452147 -0.97753165 -0.94186755 -0.91159041 -0.084175874 -0.080866451 0.0075315612 -0.98467008 -0.99282912 -0.98983733 -0.90458778 -0.83989567 -0.90458778 -0.83989567 -0.99047837 -0.98912684 -0.84050608 -0.882544 -0.99144905 -0.98971134 -0.98933967 -0.88341385 -0.95494861 -0.98817595 -0.79942945 -0.88547351 -0.98924824 -0.98354471 -0.98933823 -0.9925346 -0.98646367 -0.99130793 -0.97246478 -0.95036887 -0.91031729 -0.97906665 -0.93741192 -0.91991214 -0.90383853 -0.83625317 -0.98902608 -0.98780475 -0.91104074 -0.88447314 -0.99024194 -0.98927719
1 "standing" 0.27920345 -0.023020143 -0.12208028 -0.99683904 -0.97484812 -0.98338551 0.95201342 -0.26311695 -0.0035761635 -0.99509379 -0.97591253 -0.97119457 0.074659313 -0.0012810862 -0.026636672 -0.99505528 -0.99527456 -0.99513244 -0.015810859 0.027702205 -0.02694145 -0.98874836 -0.96725751 -0.93401801 -0.099860486 -0.057413011 -0.022366509 -0.99476086 -0.99694746 -0.9966766 -0.98446381 -0.98754846 -0.98446381 -0.98754846 -0.99628275 -0.99754046 -0.93127833 -0.92308961 -0.99680193 -0.99809793 -0.9956289 -0.98317075 -0.98412856 -0.99746986 -0.97150398 -0.98329938 -0.99478908 -0.99470375 -0.99357321 -0.99584517 -0.99645355 -0.995327 -0.99083312 -0.97688822 -0.94907865 -0.98824485 -0.96247444 -0.93544517 -0.99136765 -0.98608288 -0.99681501 -0.99757854 -0.95640227 -0.91767988 -0.997604 -0.99883527
1 "standing" 0.27903836 -0.014800378 -0.11684896 -0.99694116 -0.98186562 -0.98257653 0.95272437 -0.26509148 -0.0077089922 -0.99928053 -0.99197906 -0.97103653 0.076711586 0.012251865 0.010057325 -0.99481489 -0.99243002 -0.99605297 -0.013406816 -0.046264419 0.060933625 -0.98911045 -0.98218028 -0.97436137 -0.094790394 -0.05064817 -0.034809761 -0.99563871 -0.99702529 -0.99496175 -0.98904307 -0.99093187 -0.98904307 -0.99093187 -0.99552049 -0.99892631 -0.97236443 -0.98189323 -0.99690565 -0.99779235 -0.99619504 -0.98725851 -0.98768709 -0.99727628 -0.97932377 -0.97998327 -0.99494893 -0.99233802 -0.99355517 -0.99509342 -0.99309147 -0.99760124 -0.99075452 -0.98614115 -0.97429588 -0.98869915 -0.98002865 -0.97655213 -0.99273157 -0.99011174 -0.99885264 -0.99774096 -0.98656987 -0.9816707 -0.99733245 -0.9984604
1 "standing" 0.2801349 -0.013916951 -0.10637048 -0.99769492 -0.98751567 -0.99040744 0.95306401 -0.26471825 -0.011556695 -0.99863217 -0.99238313 -0.99072749 0.07525447 0.015419535 0.016625946 -0.99497881 -0.99145508 -0.99562514 -0.012725097 -0.077761376 0.094503668 -0.9891964 -0.9897621 -0.98196822 -0.10533471 -0.046139602 -0.046398495 -0.99646489 -0.99736626 -0.99343448 -0.99507155 -0.99268417 -0.99507155 -0.99268417 -0.99564686 -0.9967385 -0.9804895 -0.98867771 -0.99700147 -0.99768614 -0.99683409 -0.98804239 -0.98993731 -0.9981406 -0.98689854 -0.99059032 -0.99530791 -0.99136358 -0.99479031 -0.99500032 -0.99218538 -0.99493612 -0.98907811 -0.99140219 -0.98219024 -0.98921392 -0.9887699 -0.98337078 -0.99343349 -0.99230619 -0.99635004 -0.99609913 -0.99244181 -0.98791994 -0.99759265 -0.99761851
1 "standing" 0.27773106 -0.018210718 -0.10918803 -0.99749074 -0.99322197 -0.99612795 0.95360569 -0.26305774 -0.011094388 -0.9987754 -0.99697129 -0.99493392 0.075021356 0.0042103143 -0.0051048322 -0.99576851 -0.99245139 -0.99513475 -0.02464236 -0.087790863 0.10782187 -0.99128786 -0.99769748 -0.99533142 -0.10413693 -0.041083288 -0.054341093 -0.99617306 -0.99845498 -0.99594305 -0.99872681 -0.99741361 -0.99872681 -0.99741361 -0.99585704 -0.99731242 -0.98856897 -0.99388286 -0.99808075 -0.99848741 -0.99680119 -0.99094436 -0.99596151 -0.99781366 -0.99394956 -0.99565162 -0.99575245 -0.9924115 -0.99550105 -0.99615735 -0.99303791 -0.9931084 -0.99051434 -0.99790133 -0.99428753 -0.99146979 -0.99749133 -0.99613008 -0.99704386 -0.99731449 -0.99674065 -0.99704535 -0.9956098 -0.99348569 -0.99850483 -0.99819704
1 "standing" 0.27556818 -0.016979698 -0.11142918 -0.99781139 -0.9905223 -0.99762104 0.95359464 -0.26348997 -0.011425851 -0.9987486 -0.99585747 -0.99422799 0.076113384 0.01842771 -0.0060482131 -0.99667367 -0.99275996 -0.99654064 -0.029461913 -0.084376762 0.10074789 -0.99590036 -0.99754503 -0.99504298 -0.097122835 -0.039561886 -0.054821896 -0.99662474 -0.99929097 -0.99715752 -0.99797237 -0.99879494 -0.99797237 -0.99879494 -0.99645316 -0.99991721 -0.993472 -0.99528437 -0.99869585 -0.99967043 -0.99720497 -0.99029766 -0.99669495 -0.99809595 -0.99012472 -0.9976144 -0.9966077 -0.9930446 -0.99488302 -0.9970498 -0.99288054 -0.99692498 -0.99517802 -0.9982421 -0.995936 -0.99606208 -0.99703422 -0.99502512 -0.99989278 -0.99727464 -0.99947946 -0.99958203 -0.99720378 -0.99453695 -0.99957244 -0.99956029
1 "standing" 0.27756171 -0.014318487 -0.10787724 -0.99790424 -0.99431129 -0.99595166 0.95313551 -0.2634369 -0.012458678 -0.9990282 -0.99464403 -0.99675098 0.075342269 0.018055718 -0.0049718288 -0.99611698 -0.99343265 -0.9939722 -0.029814933 -0.078706495 0.093773469 -0.99747587 -0.99822808 -0.99813809 -0.096999665 -0.039383672 -0.055209671 -0.99721308 -0.99885611 -0.99589195 -0.99844133 -0.99798984 -0.99844133 -0.99798984 -0.99547632 -0.99763356 -0.99698274 -0.99900144 -0.99843291 -0.9991886 -0.99719829 -0.99261084 -0.99417669 -0.99825827 -0.99458578 -0.99675387 -0.99612215 -0.99357857 -0.99215543 -0.99644693 -0.99369185 -0.99446029 -0.99678336 -0.99846765 -0.99695895 -0.99765151 -0.99799488 -0.9988931 -0.99725253 -0.99819256 -0.99832359 -0.995093 -0.9988685 -0.99922087 -0.99904676 -0.99915254
1 "standing" 0.27715238 -0.017983328 -0.10660117 -0.99776322 -0.98995727 -0.99658567 0.95318325 -0.26189643 -0.012015606 -0.99904052 -0.99499448 -0.99536331 0.073413536 0.0045245992 -0.005894406 -0.99550617 -0.98680662 -0.99249984 -0.02917889 -0.07955402 0.094585279 -0.99758401 -0.99864863 -0.99768157 -0.097217687 -0.040646212 -0.054870288 -0.99666843 -0.99847664 -0.99586503 -0.997891 -0.99752775 -0.997891 -0.99752775 -0.99306888 -0.99440487 -0.99707363 -0.99843242 -0.99818838 -0.99867706 -0.99657474 -0.98697802 -0.99542528 -0.99844386 -0.99134414 -0.99683996 -0.9958259 -0.98689999 -0.99113965 -0.99549079 -0.98761657 -0.99236996 -0.99638039 -0.99844454 -0.99640039 -0.99797979 -0.99874253 -0.99850636 -0.99671069 -0.99781715 -0.99449599 -0.99278698 -0.99852538 -0.99850046 -0.99842415 -0.99888625
1 "standing" 0.2756763 -0.021264234 -0.11080122 -0.99786211 -0.99009076 -0.99459257 0.95309294 -0.26245862 -0.011512171 -0.99833263 -0.99198868 -0.99706732 0.076943687 0.005482978 0.0016020823 -0.9956916 -0.98292126 -0.99269663 -0.028153699 -0.076118947 0.088998758 -0.99808137 -0.9975863 -0.99486246 -0.097980589 -0.039427698 -0.055537897 -0.99731648 -0.99855988 -0.99636971 -0.99589346 -0.99728461 -0.99589346 -0.99728461 -0.99222923 -0.99284139 -0.99762227 -0.99796907 -0.99852925 -0.99891331 -0.9975464 -0.9864129 -0.99403597 -0.99796805 -0.99198378 -0.99452293 -0.99630977 -0.98291315 -0.99221625 -0.99530314 -0.98414932 -0.9915595 -0.9970942 -0.99788171 -0.99467877 -0.99840904 -0.9973201 -0.99529435 -0.99596298 -0.998191 -0.99258499 -0.99181646 -0.99824461 -0.99793024 -0.99896566 -0.9985402
1 "standing" 0.2792002 -0.017714427 -0.10916135 -0.99838929 -0.98730784 -0.99083159 0.95273161 -0.26500697 -0.012703514 -0.99849937 -0.99227999 -0.99292597 0.078642693 0.016503342 -4.8515198e-05 -0.99671667 -0.98591724 -0.99281698 -0.027220935 -0.069195151 0.079055228 -0.99833703 -0.99820829 -0.99598691 -0.097053649 -0.039995777 -0.059039117 -0.99779214 -0.99830456 -0.99575499 -0.99521534 -0.99651065 -0.99521534 -0.99651065 -0.99337454 -0.99435793 -0.99736198 -0.9977236 -0.99832144 -0.99893826 -0.99750264 -0.98498699 -0.98999238 -0.9989003 -0.98839141 -0.99125809 -0.9965272 -0.98644595 -0.99045005 -0.997259 -0.98621704 -0.99397855 -0.99763528 -0.99799155 -0.9942121 -0.9985502 -0.99830862 -0.99714765 -0.99508421 -0.9975563 -0.99429146 -0.99276945 -0.99803662 -0.9977049 -0.99872646 -0.9990231
1 "standing" 0.28171549 -0.011910678 -0.10287513 -0.99853388 -0.98848901 -0.99318367 0.9532188 -0.2650432 -0.013126421 -0.99749379 -0.99145541 -0.99475932 0.074924981 0.0099539071 0.00068788567 -0.99683571 -0.98672319 -0.99262375 -0.024960701 -0.071607144 0.080856127 -0.99624819 -0.99767145 -0.99406934 -0.096984078 -0.040981257 -0.056018736 -0.99692766 -0.99810702 -0.99400441 -0.99419344 -0.99494985 -0.99419344 -0.99494985 -0.99333286 -0.9952337 -0.99569879 -0.99735309 -0.99740976 -0.99890363 -0.99865677 -0.98672372 -0.99260252 -0.99840255 -0.98914555 -0.9932395 -0.99694736 -0.98576146 -0.9908238 -0.99695721 -0.98905174 -0.99304129 -0.99512261 -0.99756262 -0.99341683 -0.99656089 -0.9976868 -0.99477065 -0.99427863 -0.99537148 -0.99444815 -0.99520624 -0.99721689 -0.99782288 -0.99873615 -0.99886745
